Voltage U1	Corriente IA
34,79	1,66
34,82	1,60
34,84	1,65
34,87	1,59
34,89	1,63
34,92	1,55
34,94	1,62
34,96	1,54
34,99	1,58
35,01	1,53
35,04	1,59
35,06	1,54
35,09	1,61
35,11	1,55
35,14	1,62
35,16	1,60
35,18	1,64
35,21	1,61
35,23	1,65
35,26	1,61
35,28	1,67
35,31	1,63
35,33	1,67
35,36	1,65
35,38	1,68
35,40	1,67
35,43	1,71
35,45	1,71
35,48	1,77
35,50	1,76
35,53	1,77
35,55	1,77
35,57	1,78
35,60	1,80
35,62	1,83
35,65	1,84
35,67	1,85
35,70	1,87
35,72	1,89
35,75	1,96
35,77	1,97
35,79	2,01
35,82	2,00
35,84	2,04
35,87	2,07
35,89	2,13
35,92	2,12
35,94	2,18
35,97	2,16
35,99	2,22
36,01	2,22
36,04	2,29
36,06	2,28
36,09	2,35
36,11	2,33
36,14	2,43
36,16	2,43
36,19	2,51
36,21	2,51
36,23	2,58
36,26	2,56
36,28	2,64
36,31	2,61
36,33	2,70
36,36	2,68
36,38	2,76
36,41	2,76
36,43	2,83
36,45	2,82
36,48	2,93
36,50	2,92
36,53	3,02
36,55	3,01
36,58	3,10
36,60	3,10
36,62	3,20
36,65	3,17
36,67	3,25
36,70	3,23
36,72	3,32
36,75	3,32
36,77	3,39
36,80	3,38
36,82	3,46
36,84	3,45
36,87	3,55
36,89	3,54
36,92	3,58
36,94	3,59
36,97	3,64
36,99	3,65
37,02	3,71
37,04	3,69
37,06	3,72
37,09	3,71
37,11	3,75
37,14	3,78
37,16	3,81
37,19	3,82
37,21	3,85
37,24	3,85
37,26	3,88
37,28	3,90
37,31	3,91
37,33	3,93
37,36	3,92
37,38	3,92
37,41	3,92
37,43	3,94
37,46	3,93
37,48	3,97
37,50	3,92
37,53	3,95
37,55	3,93
37,58	3,97
37,60	3,94
37,63	3,97
37,65	3,89
37,68	3,94
37,70	3,89
37,72	3,93
37,75	3,88
37,77	3,89
37,80	3,83
37,82	3,86
37,85	3,79
37,87	3,83
37,89	3,75
37,92	3,77
37,94	3,71
37,97	3,73
37,99	3,67
38,02	3,71
38,04	3,63
38,07	3,68
38,09	3,61
38,11	3,62
38,14	3,54
38,16	3,57
38,19	3,47
38,21	3,50
38,24	3,40
38,26	3,42
38,29	3,35
38,31	3,37
38,33	3,29
38,36	3,31
38,38	3,22
38,41	3,26
38,43	3,17
38,46	3,17
38,48	3,09
38,51	3,09
38,53	3,02
38,55	3,03
38,58	2,95
38,60	2,96
38,63	2,88
38,65	2,88
38,68	2,85
38,70	2,85
38,73	2,79
38,75	2,78
38,77	2,72
38,80	2,73
38,82	2,69
38,85	2,67
38,87	2,64
38,90	2,59
38,92	2,55
38,94	2,54
38,97	2,52
38,99	2,51
39,02	2,48
39,04	2,42
39,07	2,41
39,09	2,38
39,12	2,37
39,14	2,34
39,16	2,32
39,19	2,26
39,21	2,27
39,24	2,23
39,26	2,25
39,29	2,19
39,31	2,19
39,34	2,14
39,36	2,15
39,38	2,10
39,41	2,15
39,43	2,10
39,46	2,13
39,48	2,08
39,51	2,11
39,53	2,08
39,56	2,12
39,58	2,04
39,60	2,09
39,63	2,02
39,65	2,06
39,68	2,02
39,70	2,07
39,73	2,01
39,75	2,06
39,78	1,99
39,80	2,06
39,82	2,01
39,85	2,05
39,87	2,00
39,90	2,04
39,92	2,00
39,95	2,06
39,97	2,02
39,99	2,08
40,02	2,04
40,04	2,09
40,07	2,08
40,09	2,14
40,12	2,12
40,14	2,20
40,17	2,17
40,19	2,23
40,21	2,24
40,24	2,29
40,26	2,28
40,29	2,32
40,31	2,30
40,34	2,35
40,36	2,35
40,39	2,39
40,41	2,43
40,43	2,47
40,46	2,47
40,48	2,52
40,51	2,56
40,53	2,62
40,56	2,66
40,58	2,66
40,61	2,69
40,63	2,72
40,65	2,79
40,68	2,83
40,70	2,88
40,73	2,90
40,75	2,96
40,78	2,98
40,80	3,08
40,83	3,10
40,85	3,16
40,87	3,18
40,90	3,25
40,92	3,27
40,95	3,36
40,97	3,36
41,00	3,45
41,02	3,45
41,05	3,53
41,07	3,56
41,09	3,68
41,12	3,68
41,14	3,81
41,17	3,81
41,19	3,92
41,22	3,93
41,24	4,03
41,26	4,04
41,29	4,16
41,31	4,14
41,34	4,26
41,36	4,24
41,39	4,35
41,41	4,35
41,44	4,44
41,46	4,45
41,48	4,55
41,51	4,55
41,53	4,66
41,56	4,65
41,58	4,75
41,61	4,78
41,63	4,88
41,66	4,88
41,68	4,97
41,70	4,97
41,73	5,05
41,75	5,06
41,78	5,13
41,80	5,13
41,83	5,18
41,85	5,18
41,88	5,26
41,90	5,27
41,92	5,33
41,95	5,33
41,97	5,37
42,00	5,39
42,02	5,43
42,05	5,43
42,07	5,47
42,10	5,45
42,12	5,46
42,14	5,45
42,17	5,46
42,19	5,48
42,22	5,49
42,24	5,49
42,27	5,47
42,29	5,47
42,31	5,45
42,34	5,49
42,36	5,46
42,39	5,47
42,41	5,42
42,44	5,43
42,46	5,40
42,49	5,43
42,51	5,36
